class_index,class,image_name
671,n03792782,ILSVRC2012_val_00027449.JPEG
671,n03792782,ILSVRC2012_val_00032967.JPEG
671,n03792782,ILSVRC2012_val_00018074.JPEG
857,n04429376,ILSVRC2012_val_00027119.JPEG
857,n04429376,ILSVRC2012_val_00022051.JPEG
857,n04429376,ILSVRC2012_val_00004705.JPEG
857,n04429376,ILSVRC2012_val_00007693.JPEG
857,n04429376,ILSVRC2012_val_00044295.JPEG
82,n01797886,ILSVRC2012_val_00040357.JPEG
82,n01797886,ILSVRC2012_val_00021954.JPEG
82,n01797886,ILSVRC2012_val_00007986.JPEG
82,n01797886,ILSVRC2012_val_00021417.JPEG
82,n01797886,ILSVRC2012_val_00041329.JPEG
770,n04120489,ILSVRC2012_val_00023830.JPEG
770,n04120489,ILSVRC2012_val_00024377.JPEG
770,n04120489,ILSVRC2012_val_00025978.JPEG
770,n04120489,ILSVRC2012_val_00043700.JPEG
770,n04120489,ILSVRC2012_val_00037735.JPEG
850,n04399382,ILSVRC2012_val_00042735.JPEG
850,n04399382,ILSVRC2012_val_00036575.JPEG
850,n04399382,ILSVRC2012_val_00011005.JPEG
850,n04399382,ILSVRC2012_val_00045081.JPEG
850,n04399382,ILSVRC2012_val_00004581.JPEG
352,n02422699,ILSVRC2012_val_00047823.JPEG
352,n02422699,ILSVRC2012_val_00011756.JPEG
352,n02422699,ILSVRC2012_val_00026299.JPEG
352,n02422699,ILSVRC2012_val_00009954.JPEG
352,n02422699,ILSVRC2012_val_00018674.JPEG
129,n02006656,ILSVRC2012_val_00019210.JPEG
129,n02006656,ILSVRC2012_val_00020933.JPEG
129,n02006656,ILSVRC2012_val_00005379.JPEG
129,n02006656,ILSVRC2012_val_00013256.JPEG
129,n02006656,ILSVRC2012_val_00043081.JPEG
907,n04591713,ILSVRC2012_val_00043385.JPEG
907,n04591713,ILSVRC2012_val_00025193.JPEG
907,n04591713,ILSVRC2012_val_00043192.JPEG
907,n04591713,ILSVRC2012_val_00027648.JPEG
907,n04591713,ILSVRC2012_val_00040395.JPEG
955,n07754684,ILSVRC2012_val_00007797.JPEG
955,n07754684,ILSVRC2012_val_00025927.JPEG
955,n07754684,ILSVRC2012_val_00029398.JPEG
955,n07754684,ILSVRC2012_val_00013579.JPEG
955,n07754684,ILSVRC2012_val_00006705.JPEG
723,n03944341,ILSVRC2012_val_00030830.JPEG
723,n03944341,ILSVRC2012_val_00038411.JPEG
723,n03944341,ILSVRC2012_val_00024974.JPEG
723,n03944341,ILSVRC2012_val_00042571.JPEG
723,n03944341,ILSVRC2012_val_00012260.JPEG
278,n02119789,ILSVRC2012_val_00009128.JPEG
278,n02119789,ILSVRC2012_val_00002881.JPEG
278,n02119789,ILSVRC2012_val_00027842.JPEG
278,n02119789,ILSVRC2012_val_00021730.JPEG
278,n02119789,ILSVRC2012_val_00033561.JPEG
267,n02113799,ILSVRC2012_val_00018491.JPEG
267,n02113799,ILSVRC2012_val_00026858.JPEG
267,n02113799,ILSVRC2012_val_00040088.JPEG
267,n02113799,ILSVRC2012_val_00012255.JPEG
267,n02113799,ILSVRC2012_val_00024272.JPEG
923,n07579787,ILSVRC2012_val_00001611.JPEG
923,n07579787,ILSVRC2012_val_00010018.JPEG
923,n07579787,ILSVRC2012_val_00030901.JPEG
923,n07579787,ILSVRC2012_val_00033117.JPEG
923,n07579787,ILSVRC2012_val_00007662.JPEG
759,n04069434,ILSVRC2012_val_00037387.JPEG
759,n04069434,ILSVRC2012_val_00026322.JPEG
759,n04069434,ILSVRC2012_val_00041089.JPEG
759,n04069434,ILSVRC2012_val_00048202.JPEG
759,n04069434,ILSVRC2012_val_00032853.JPEG
36,n01667778,ILSVRC2012_val_00005799.JPEG
36,n01667778,ILSVRC2012_val_00032405.JPEG
36,n01667778,ILSVRC2012_val_00038628.JPEG
36,n01667778,ILSVRC2012_val_00008921.JPEG
36,n01667778,ILSVRC2012_val_00008327.JPEG
813,n04270147,ILSVRC2012_val_00038806.JPEG
813,n04270147,ILSVRC2012_val_00025816.JPEG
813,n04270147,ILSVRC2012_val_00027349.JPEG
813,n04270147,ILSVRC2012_val_00044421.JPEG
813,n04270147,ILSVRC2012_val_00049955.JPEG
841,n04370456,ILSVRC2012_val_00006323.JPEG
841,n04370456,ILSVRC2012_val_00003039.JPEG
841,n04370456,ILSVRC2012_val_00044286.JPEG
841,n04370456,ILSVRC2012_val_00043017.JPEG
841,n04370456,ILSVRC2012_val_00035013.JPEG
28,n01632458,ILSVRC2012_val_00039902.JPEG
28,n01632458,ILSVRC2012_val_00016537.JPEG
28,n01632458,ILSVRC2012_val_00007050.JPEG
28,n01632458,ILSVRC2012_val_00038459.JPEG
28,n01632458,ILSVRC2012_val_00011657.JPEG
288,n02128385,ILSVRC2012_val_00030737.JPEG
288,n02128385,ILSVRC2012_val_00042868.JPEG
288,n02128385,ILSVRC2012_val_00038812.JPEG
288,n02128385,ILSVRC2012_val_00019439.JPEG
288,n02128385,ILSVRC2012_val_00046032.JPEG
368,n02483362,ILSVRC2012_val_00031929.JPEG
368,n02483362,ILSVRC2012_val_00045321.JPEG
368,n02483362,ILSVRC2012_val_00034271.JPEG
368,n02483362,ILSVRC2012_val_00004753.JPEG
368,n02483362,ILSVRC2012_val_00027489.JPEG
83,n01798484,ILSVRC2012_val_00041832.JPEG
83,n01798484,ILSVRC2012_val_00021305.JPEG
83,n01798484,ILSVRC2012_val_00022211.JPEG
83,n01798484,ILSVRC2012_val_00033098.JPEG
83,n01798484,ILSVRC2012_val_00023099.JPEG
789,n04201297,ILSVRC2012_val_00039973.JPEG
789,n04201297,ILSVRC2012_val_00025300.JPEG
789,n04201297,ILSVRC2012_val_00029607.JPEG
789,n04201297,ILSVRC2012_val_00041890.JPEG
789,n04201297,ILSVRC2012_val_00037501.JPEG
110,n01924916,ILSVRC2012_val_00016557.JPEG
110,n01924916,ILSVRC2012_val_00027592.JPEG
110,n01924916,ILSVRC2012_val_00006202.JPEG
110,n01924916,ILSVRC2012_val_00008211.JPEG
110,n01924916,ILSVRC2012_val_00042155.JPEG
504,n03063599,ILSVRC2012_val_00027194.JPEG
504,n03063599,ILSVRC2012_val_00045860.JPEG
504,n03063599,ILSVRC2012_val_00010857.JPEG
504,n03063599,ILSVRC2012_val_00043571.JPEG
504,n03063599,ILSVRC2012_val_00043211.JPEG
37,n01669191,ILSVRC2012_val_00014752.JPEG
37,n01669191,ILSVRC2012_val_00002514.JPEG
37,n01669191,ILSVRC2012_val_00038230.JPEG
37,n01669191,ILSVRC2012_val_00037560.JPEG
37,n01669191,ILSVRC2012_val_00046122.JPEG
630,n03680355,ILSVRC2012_val_00003255.JPEG
630,n03680355,ILSVRC2012_val_00006938.JPEG
630,n03680355,ILSVRC2012_val_00040148.JPEG
630,n03680355,ILSVRC2012_val_00047011.JPEG
630,n03680355,ILSVRC2012_val_00002898.JPEG
179,n02093256,ILSVRC2012_val_00037318.JPEG
179,n02093256,ILSVRC2012_val_00027428.JPEG
179,n02093256,ILSVRC2012_val_00046547.JPEG
179,n02093256,ILSVRC2012_val_00004077.JPEG
179,n02093256,ILSVRC2012_val_00001844.JPEG
358,n02443114,ILSVRC2012_val_00029173.JPEG
358,n02443114,ILSVRC2012_val_00011710.JPEG
358,n02443114,ILSVRC2012_val_00006225.JPEG
358,n02443114,ILSVRC2012_val_00045898.JPEG
358,n02443114,ILSVRC2012_val_00008891.JPEG
879,n04507155,ILSVRC2012_val_00002233.JPEG
879,n04507155,ILSVRC2012_val_00017127.JPEG
879,n04507155,ILSVRC2012_val_00040984.JPEG
879,n04507155,ILSVRC2012_val_00049952.JPEG
879,n04507155,ILSVRC2012_val_00032662.JPEG
905,n04590129,ILSVRC2012_val_00011378.JPEG
905,n04590129,ILSVRC2012_val_00002189.JPEG
905,n04590129,ILSVRC2012_val_00030793.JPEG
905,n04590129,ILSVRC2012_val_00041532.JPEG
905,n04590129,ILSVRC2012_val_00029933.JPEG
793,n04209133,ILSVRC2012_val_00039110.JPEG
793,n04209133,ILSVRC2012_val_00042790.JPEG
793,n04209133,ILSVRC2012_val_00002394.JPEG
793,n04209133,ILSVRC2012_val_00047240.JPEG
793,n04209133,ILSVRC2012_val_00002667.JPEG
819,n04296562,ILSVRC2012_val_00030103.JPEG
819,n04296562,ILSVRC2012_val_00020163.JPEG
819,n04296562,ILSVRC2012_val_00044762.JPEG
819,n04296562,ILSVRC2012_val_00032945.JPEG
819,n04296562,ILSVRC2012_val_00040063.JPEG
963,n07873807,ILSVRC2012_val_00012243.JPEG
963,n07873807,ILSVRC2012_val_00049879.JPEG
963,n07873807,ILSVRC2012_val_00011937.JPEG
963,n07873807,ILSVRC2012_val_00001653.JPEG
963,n07873807,ILSVRC2012_val_00032518.JPEG
533,n03207743,ILSVRC2012_val_00049319.JPEG
533,n03207743,ILSVRC2012_val_00010554.JPEG
533,n03207743,ILSVRC2012_val_00012072.JPEG
533,n03207743,ILSVRC2012_val_00037246.JPEG
533,n03207743,ILSVRC2012_val_00028314.JPEG
918,n06785654,ILSVRC2012_val_00043787.JPEG
918,n06785654,ILSVRC2012_val_00049084.JPEG
918,n06785654,ILSVRC2012_val_00045904.JPEG
918,n06785654,ILSVRC2012_val_00029344.JPEG
918,n06785654,ILSVRC2012_val_00042236.JPEG
71,n01770393,ILSVRC2012_val_00001887.JPEG
71,n01770393,ILSVRC2012_val_00027361.JPEG
71,n01770393,ILSVRC2012_val_00005821.JPEG
71,n01770393,ILSVRC2012_val_00032644.JPEG
71,n01770393,ILSVRC2012_val_00027026.JPEG
977,n09421951,ILSVRC2012_val_00032244.JPEG
977,n09421951,ILSVRC2012_val_00005236.JPEG
977,n09421951,ILSVRC2012_val_00018154.JPEG
977,n09421951,ILSVRC2012_val_00023410.JPEG
977,n09421951,ILSVRC2012_val_00001524.JPEG
877,n04501370,ILSVRC2012_val_00039758.JPEG
877,n04501370,ILSVRC2012_val_00019009.JPEG
877,n04501370,ILSVRC2012_val_00022562.JPEG
877,n04501370,ILSVRC2012_val_00002962.JPEG
877,n04501370,ILSVRC2012_val_00027386.JPEG
315,n02236044,ILSVRC2012_val_00017115.JPEG
315,n02236044,ILSVRC2012_val_00019527.JPEG
315,n02236044,ILSVRC2012_val_00031050.JPEG
315,n02236044,ILSVRC2012_val_00002844.JPEG
315,n02236044,ILSVRC2012_val_00009445.JPEG
557,n03355925,ILSVRC2012_val_00016785.JPEG
557,n03355925,ILSVRC2012_val_00046366.JPEG
557,n03355925,ILSVRC2012_val_00010590.JPEG
557,n03355925,ILSVRC2012_val_00019526.JPEG
557,n03355925,ILSVRC2012_val_00020789.JPEG
874,n04487081,ILSVRC2012_val_00014513.JPEG
874,n04487081,ILSVRC2012_val_00042445.JPEG
874,n04487081,ILSVRC2012_val_00008004.JPEG
874,n04487081,ILSVRC2012_val_00040746.JPEG
874,n04487081,ILSVRC2012_val_00037100.JPEG
781,n04149813,ILSVRC2012_val_00021901.JPEG
781,n04149813,ILSVRC2012_val_00047519.JPEG
781,n04149813,ILSVRC2012_val_00025406.JPEG
781,n04149813,ILSVRC2012_val_00049647.JPEG
781,n04149813,ILSVRC2012_val_00011266.JPEG
403,n02687172,ILSVRC2012_val_00006677.JPEG
403,n02687172,ILSVRC2012_val_00026441.JPEG
403,n02687172,ILSVRC2012_val_00001583.JPEG
403,n02687172,ILSVRC2012_val_00049575.JPEG
403,n02687172,ILSVRC2012_val_00015544.JPEG
680,n03825788,ILSVRC2012_val_00024331.JPEG
680,n03825788,ILSVRC2012_val_00007217.JPEG
680,n03825788,ILSVRC2012_val_00025039.JPEG
680,n03825788,ILSVRC2012_val_00028210.JPEG
680,n03825788,ILSVRC2012_val_00039757.JPEG
347,n02410509,ILSVRC2012_val_00008629.JPEG
347,n02410509,ILSVRC2012_val_00023312.JPEG
347,n02410509,ILSVRC2012_val_00008943.JPEG
347,n02410509,ILSVRC2012_val_00022568.JPEG
347,n02410509,ILSVRC2012_val_00040511.JPEG
790,n04204238,ILSVRC2012_val_00023494.JPEG
790,n04204238,ILSVRC2012_val_00043748.JPEG
790,n04204238,ILSVRC2012_val_00028789.JPEG
790,n04204238,ILSVRC2012_val_00027185.JPEG
790,n04204238,ILSVRC2012_val_00015598.JPEG
869,n04479046,ILSVRC2012_val_00004811.JPEG
869,n04479046,ILSVRC2012_val_00026699.JPEG
869,n04479046,ILSVRC2012_val_00010483.JPEG
869,n04479046,ILSVRC2012_val_00049537.JPEG
869,n04479046,ILSVRC2012_val_00041995.JPEG
180,n02093428,ILSVRC2012_val_00020513.JPEG
180,n02093428,ILSVRC2012_val_00022502.JPEG
180,n02093428,ILSVRC2012_val_00022459.JPEG
180,n02093428,ILSVRC2012_val_00049036.JPEG
180,n02093428,ILSVRC2012_val_00000191.JPEG
11,n01531178,ILSVRC2012_val_00032710.JPEG
11,n01531178,ILSVRC2012_val_00026279.JPEG
11,n01531178,ILSVRC2012_val_00044706.JPEG
11,n01531178,ILSVRC2012_val_00047029.JPEG
11,n01531178,ILSVRC2012_val_00030071.JPEG
903,n04584207,ILSVRC2012_val_00038045.JPEG
903,n04584207,ILSVRC2012_val_00042537.JPEG
903,n04584207,ILSVRC2012_val_00012719.JPEG
903,n04584207,ILSVRC2012_val_00015846.JPEG
903,n04584207,ILSVRC2012_val_00005659.JPEG
209,n02099849,ILSVRC2012_val_00010309.JPEG
209,n02099849,ILSVRC2012_val_00004997.JPEG
209,n02099849,ILSVRC2012_val_00045884.JPEG
209,n02099849,ILSVRC2012_val_00034849.JPEG
209,n02099849,ILSVRC2012_val_00017132.JPEG
9,n01518878,ILSVRC2012_val_00044483.JPEG
9,n01518878,ILSVRC2012_val_00008898.JPEG
9,n01518878,ILSVRC2012_val_00044975.JPEG
9,n01518878,ILSVRC2012_val_00038156.JPEG
9,n01518878,ILSVRC2012_val_00023607.JPEG
902,n04579432,ILSVRC2012_val_00031358.JPEG
902,n04579432,ILSVRC2012_val_00001245.JPEG
902,n04579432,ILSVRC2012_val_00048926.JPEG
902,n04579432,ILSVRC2012_val_00032728.JPEG
902,n04579432,ILSVRC2012_val_00045862.JPEG
981,n09835506,ILSVRC2012_val_00002751.JPEG
981,n09835506,ILSVRC2012_val_00000034.JPEG
981,n09835506,ILSVRC2012_val_00018507.JPEG
981,n09835506,ILSVRC2012_val_00026408.JPEG
981,n09835506,ILSVRC2012_val_00043086.JPEG
626,n03666591,ILSVRC2012_val_00028340.JPEG
626,n03666591,ILSVRC2012_val_00037027.JPEG
626,n03666591,ILSVRC2012_val_00009162.JPEG
626,n03666591,ILSVRC2012_val_00010010.JPEG
626,n03666591,ILSVRC2012_val_00024416.JPEG
762,n04081281,ILSVRC2012_val_00045105.JPEG
762,n04081281,ILSVRC2012_val_00038151.JPEG
762,n04081281,ILSVRC2012_val_00015051.JPEG
762,n04081281,ILSVRC2012_val_00000591.JPEG
762,n04081281,ILSVRC2012_val_00046156.JPEG
618,n03633091,ILSVRC2012_val_00006333.JPEG
618,n03633091,ILSVRC2012_val_00014264.JPEG
618,n03633091,ILSVRC2012_val_00022723.JPEG
618,n03633091,ILSVRC2012_val_00041426.JPEG
618,n03633091,ILSVRC2012_val_00038113.JPEG
673,n03793489,ILSVRC2012_val_00023120.JPEG
673,n03793489,ILSVRC2012_val_00018677.JPEG
673,n03793489,ILSVRC2012_val_00036387.JPEG
673,n03793489,ILSVRC2012_val_00030565.JPEG
673,n03793489,ILSVRC2012_val_00048402.JPEG
18,n01582220,ILSVRC2012_val_00046917.JPEG
18,n01582220,ILSVRC2012_val_00008512.JPEG
18,n01582220,ILSVRC2012_val_00024025.JPEG
18,n01582220,ILSVRC2012_val_00035348.JPEG
18,n01582220,ILSVRC2012_val_00004518.JPEG
598,n03529860,ILSVRC2012_val_00010142.JPEG
598,n03529860,ILSVRC2012_val_00028680.JPEG
598,n03529860,ILSVRC2012_val_00034604.JPEG
598,n03529860,ILSVRC2012_val_00031628.JPEG
598,n03529860,ILSVRC2012_val_00028055.JPEG
23,n01616318,ILSVRC2012_val_00043801.JPEG
23,n01616318,ILSVRC2012_val_00022165.JPEG
23,n01616318,ILSVRC2012_val_00040117.JPEG
23,n01616318,ILSVRC2012_val_00009119.JPEG
23,n01616318,ILSVRC2012_val_00047350.JPEG
25,n01629819,ILSVRC2012_val_00014076.JPEG
25,n01629819,ILSVRC2012_val_00000890.JPEG
25,n01629819,ILSVRC2012_val_00029763.JPEG
25,n01629819,ILSVRC2012_val_00048463.JPEG
25,n01629819,ILSVRC2012_val_00009938.JPEG
629,n03676483,ILSVRC2012_val_00034306.JPEG
629,n03676483,ILSVRC2012_val_00044940.JPEG
629,n03676483,ILSVRC2012_val_00001914.JPEG
629,n03676483,ILSVRC2012_val_00043137.JPEG
629,n03676483,ILSVRC2012_val_00030534.JPEG
105,n01882714,ILSVRC2012_val_00007923.JPEG
105,n01882714,ILSVRC2012_val_00005734.JPEG
105,n01882714,ILSVRC2012_val_00010137.JPEG
105,n01882714,ILSVRC2012_val_00047292.JPEG
105,n01882714,ILSVRC2012_val_00012271.JPEG
989,n12620546,ILSVRC2012_val_00041462.JPEG
989,n12620546,ILSVRC2012_val_00034248.JPEG
989,n12620546,ILSVRC2012_val_00028708.JPEG
989,n12620546,ILSVRC2012_val_00016769.JPEG
989,n12620546,ILSVRC2012_val_00006863.JPEG
491,n03000684,ILSVRC2012_val_00024480.JPEG
491,n03000684,ILSVRC2012_val_00006726.JPEG
491,n03000684,ILSVRC2012_val_00000537.JPEG
491,n03000684,ILSVRC2012_val_00004262.JPEG
491,n03000684,ILSVRC2012_val_00026946.JPEG
957,n07768694,ILSVRC2012_val_00007525.JPEG
957,n07768694,ILSVRC2012_val_00009785.JPEG
957,n07768694,ILSVRC2012_val_00027654.JPEG
957,n07768694,ILSVRC2012_val_00040282.JPEG
957,n07768694,ILSVRC2012_val_00031058.JPEG
170,n02090721,ILSVRC2012_val_00011311.JPEG
170,n02090721,ILSVRC2012_val_00035108.JPEG
170,n02090721,ILSVRC2012_val_00005946.JPEG
170,n02090721,ILSVRC2012_val_00013507.JPEG
170,n02090721,ILSVRC2012_val_00042158.JPEG
943,n07718472,ILSVRC2012_val_00036275.JPEG
943,n07718472,ILSVRC2012_val_00047407.JPEG
943,n07718472,ILSVRC2012_val_00022886.JPEG
943,n07718472,ILSVRC2012_val_00000463.JPEG
943,n07718472,ILSVRC2012_val_00042061.JPEG
138,n02018795,ILSVRC2012_val_00048575.JPEG
138,n02018795,ILSVRC2012_val_00006613.JPEG
138,n02018795,ILSVRC2012_val_00029551.JPEG
138,n02018795,ILSVRC2012_val_00012166.JPEG
138,n02018795,ILSVRC2012_val_00035790.JPEG
145,n02056570,ILSVRC2012_val_00008279.JPEG
145,n02056570,ILSVRC2012_val_00023617.JPEG
145,n02056570,ILSVRC2012_val_00037825.JPEG
145,n02056570,ILSVRC2012_val_00010355.JPEG
145,n02056570,ILSVRC2012_val_00020888.JPEG
501,n03045698,ILSVRC2012_val_00004796.JPEG
501,n03045698,ILSVRC2012_val_00036947.JPEG
501,n03045698,ILSVRC2012_val_00045792.JPEG
501,n03045698,ILSVRC2012_val_00042333.JPEG
501,n03045698,ILSVRC2012_val_00025105.JPEG
242,n02108089,ILSVRC2012_val_00045933.JPEG
242,n02108089,ILSVRC2012_val_00026882.JPEG
242,n02108089,ILSVRC2012_val_00018604.JPEG
242,n02108089,ILSVRC2012_val_00000635.JPEG
242,n02108089,ILSVRC2012_val_00031203.JPEG
686,n03843555,ILSVRC2012_val_00000148.JPEG
686,n03843555,ILSVRC2012_val_00049892.JPEG
686,n03843555,ILSVRC2012_val_00007698.JPEG
686,n03843555,ILSVRC2012_val_00029904.JPEG
686,n03843555,ILSVRC2012_val_00028022.JPEG
343,n02397096,ILSVRC2012_val_00000136.JPEG
343,n02397096,ILSVRC2012_val_00041563.JPEG
343,n02397096,ILSVRC2012_val_00028546.JPEG
343,n02397096,ILSVRC2012_val_00024548.JPEG
343,n02397096,ILSVRC2012_val_00047268.JPEG
61,n01742172,ILSVRC2012_val_00009271.JPEG
61,n01742172,ILSVRC2012_val_00038304.JPEG
61,n01742172,ILSVRC2012_val_00047227.JPEG
61,n01742172,ILSVRC2012_val_00018622.JPEG
61,n01742172,ILSVRC2012_val_00010230.JPEG
653,n03764736,ILSVRC2012_val_00046787.JPEG
653,n03764736,ILSVRC2012_val_00011648.JPEG
653,n03764736,ILSVRC2012_val_00011115.JPEG
653,n03764736,ILSVRC2012_val_00049506.JPEG
653,n03764736,ILSVRC2012_val_00033374.JPEG
534,n03207941,ILSVRC2012_val_00026376.JPEG
534,n03207941,ILSVRC2012_val_00025995.JPEG
534,n03207941,ILSVRC2012_val_00040127.JPEG
534,n03207941,ILSVRC2012_val_00006770.JPEG
534,n03207941,ILSVRC2012_val_00048856.JPEG
965,n07880968,ILSVRC2012_val_00039976.JPEG
965,n07880968,ILSVRC2012_val_00013959.JPEG
965,n07880968,ILSVRC2012_val_00004790.JPEG
965,n07880968,ILSVRC2012_val_00002677.JPEG
965,n07880968,ILSVRC2012_val_00026100.JPEG
26,n01630670,ILSVRC2012_val_00011650.JPEG
26,n01630670,ILSVRC2012_val_00029511.JPEG
26,n01630670,ILSVRC2012_val_00032864.JPEG
26,n01630670,ILSVRC2012_val_00021017.JPEG
26,n01630670,ILSVRC2012_val_00020393.JPEG
794,n04209239,ILSVRC2012_val_00006852.JPEG
794,n04209239,ILSVRC2012_val_00044909.JPEG
794,n04209239,ILSVRC2012_val_00025112.JPEG
794,n04209239,ILSVRC2012_val_00048319.JPEG
794,n04209239,ILSVRC2012_val_00020429.JPEG
283,n02123394,ILSVRC2012_val_00026830.JPEG
283,n02123394,ILSVRC2012_val_00044097.JPEG
283,n02123394,ILSVRC2012_val_00001101.JPEG
283,n02123394,ILSVRC2012_val_00010995.JPEG
283,n02123394,ILSVRC2012_val_00021703.JPEG
571,n03425413,ILSVRC2012_val_00035242.JPEG
571,n03425413,ILSVRC2012_val_00044370.JPEG
571,n03425413,ILSVRC2012_val_00019667.JPEG
571,n03425413,ILSVRC2012_val_00002049.JPEG
571,n03425413,ILSVRC2012_val_00019256.JPEG
118,n01978287,ILSVRC2012_val_00030907.JPEG
118,n01978287,ILSVRC2012_val_00029471.JPEG
118,n01978287,ILSVRC2012_val_00015120.JPEG
118,n01978287,ILSVRC2012_val_00020536.JPEG
118,n01978287,ILSVRC2012_val_00020675.JPEG
127,n02002556,ILSVRC2012_val_00011357.JPEG
127,n02002556,ILSVRC2012_val_00010426.JPEG
127,n02002556,ILSVRC2012_val_00008287.JPEG
127,n02002556,ILSVRC2012_val_00026139.JPEG
127,n02002556,ILSVRC2012_val_00027926.JPEG
269,n02114367,ILSVRC2012_val_00045453.JPEG
269,n02114367,ILSVRC2012_val_00018311.JPEG
269,n02114367,ILSVRC2012_val_00044765.JPEG
269,n02114367,ILSVRC2012_val_00011463.JPEG
269,n02114367,ILSVRC2012_val_00028990.JPEG
429,n02799071,ILSVRC2012_val_00007308.JPEG
429,n02799071,ILSVRC2012_val_00037169.JPEG
429,n02799071,ILSVRC2012_val_00036898.JPEG
429,n02799071,ILSVRC2012_val_00011579.JPEG
429,n02799071,ILSVRC2012_val_00041254.JPEG
294,n02132136,ILSVRC2012_val_00047752.JPEG
294,n02132136,ILSVRC2012_val_00044008.JPEG
294,n02132136,ILSVRC2012_val_00019682.JPEG
294,n02132136,ILSVRC2012_val_00011967.JPEG
294,n02132136,ILSVRC2012_val_00000871.JPEG
926,n07590611,ILSVRC2012_val_00049154.JPEG
926,n07590611,ILSVRC2012_val_00022369.JPEG
926,n07590611,ILSVRC2012_val_00037664.JPEG
926,n07590611,ILSVRC2012_val_00007171.JPEG
926,n07590611,ILSVRC2012_val_00038749.JPEG
214,n02101006,ILSVRC2012_val_00034485.JPEG
214,n02101006,ILSVRC2012_val_00024179.JPEG
214,n02101006,ILSVRC2012_val_00014745.JPEG
214,n02101006,ILSVRC2012_val_00049239.JPEG
214,n02101006,ILSVRC2012_val_00004657.JPEG
323,n02279972,ILSVRC2012_val_00019714.JPEG
323,n02279972,ILSVRC2012_val_00033925.JPEG
323,n02279972,ILSVRC2012_val_00019145.JPEG
323,n02279972,ILSVRC2012_val_00033695.JPEG
323,n02279972,ILSVRC2012_val_00006608.JPEG
126,n01990800,ILSVRC2012_val_00029796.JPEG
126,n01990800,ILSVRC2012_val_00047249.JPEG
126,n01990800,ILSVRC2012_val_00003738.JPEG
126,n01990800,ILSVRC2012_val_00015754.JPEG
126,n01990800,ILSVRC2012_val_00015874.JPEG
33,n01664065,ILSVRC2012_val_00019100.JPEG
33,n01664065,ILSVRC2012_val_00033442.JPEG
33,n01664065,ILSVRC2012_val_00046105.JPEG
33,n01664065,ILSVRC2012_val_00024221.JPEG
33,n01664065,ILSVRC2012_val_00022469.JPEG
197,n02097130,ILSVRC2012_val_00048087.JPEG
197,n02097130,ILSVRC2012_val_00019500.JPEG
197,n02097130,ILSVRC2012_val_00033958.JPEG
197,n02097130,ILSVRC2012_val_00027178.JPEG
197,n02097130,ILSVRC2012_val_00005896.JPEG
55,n01729977,ILSVRC2012_val_00029827.JPEG
55,n01729977,ILSVRC2012_val_00005357.JPEG
55,n01729977,ILSVRC2012_val_00026022.JPEG
55,n01729977,ILSVRC2012_val_00007710.JPEG
55,n01729977,ILSVRC2012_val_00044475.JPEG
783,n04153751,ILSVRC2012_val_00031988.JPEG
783,n04153751,ILSVRC2012_val_00042403.JPEG
783,n04153751,ILSVRC2012_val_00003395.JPEG
783,n04153751,ILSVRC2012_val_00001878.JPEG
783,n04153751,ILSVRC2012_val_00008610.JPEG
868,n04476259,ILSVRC2012_val_00000513.JPEG
868,n04476259,ILSVRC2012_val_00006692.JPEG
868,n04476259,ILSVRC2012_val_00045731.JPEG
868,n04476259,ILSVRC2012_val_00039614.JPEG
868,n04476259,ILSVRC2012_val_00034739.JPEG
215,n02101388,ILSVRC2012_val_00042810.JPEG
215,n02101388,ILSVRC2012_val_00048536.JPEG
215,n02101388,ILSVRC2012_val_00022908.JPEG
215,n02101388,ILSVRC2012_val_00031599.JPEG
215,n02101388,ILSVRC2012_val_00037943.JPEG
15,n01558993,ILSVRC2012_val_00007667.JPEG
15,n01558993,ILSVRC2012_val_00014336.JPEG
15,n01558993,ILSVRC2012_val_00045150.JPEG
15,n01558993,ILSVRC2012_val_00029495.JPEG
15,n01558993,ILSVRC2012_val_00040426.JPEG
319,n02268443,ILSVRC2012_val_00043424.JPEG
319,n02268443,ILSVRC2012_val_00047870.JPEG
319,n02268443,ILSVRC2012_val_00036578.JPEG
319,n02268443,ILSVRC2012_val_00036761.JPEG
319,n02268443,ILSVRC2012_val_00028381.JPEG
795,n04228054,ILSVRC2012_val_00015100.JPEG
795,n04228054,ILSVRC2012_val_00030160.JPEG
795,n04228054,ILSVRC2012_val_00024735.JPEG
795,n04228054,ILSVRC2012_val_00007821.JPEG
795,n04228054,ILSVRC2012_val_00045954.JPEG
300,n02165105,ILSVRC2012_val_00031925.JPEG
300,n02165105,ILSVRC2012_val_00021653.JPEG
300,n02165105,ILSVRC2012_val_00046267.JPEG
300,n02165105,ILSVRC2012_val_00000361.JPEG
300,n02165105,ILSVRC2012_val_00019643.JPEG
5,n01496331,ILSVRC2012_val_00042245.JPEG
5,n01496331,ILSVRC2012_val_00034837.JPEG
5,n01496331,ILSVRC2012_val_00027633.JPEG
5,n01496331,ILSVRC2012_val_00015732.JPEG
5,n01496331,ILSVRC2012_val_00006251.JPEG
196,n02097047,ILSVRC2012_val_00023774.JPEG
196,n02097047,ILSVRC2012_val_00039547.JPEG
196,n02097047,ILSVRC2012_val_00000176.JPEG
196,n02097047,ILSVRC2012_val_00018881.JPEG
196,n02097047,ILSVRC2012_val_00046002.JPEG
